"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
32963,"Chocolate digestive biscuit",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32964,"Rye bread, wholegrain rye, wheat flour, perinteinen varrasleip�, leip�aitta,lidl",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
32965,"Rye bread, wholegrain rye, potato flakes, py�re�t ruispalaset, leip�aitta, lidl",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
32966,"Multigrain bread, wheat flour, mixed seeds, fitnesspalat, leip�aitta, lidl",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32968,"Bagel",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32970,"Bagel, butter bagel",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32971,"Mushrooms filled with bacon and cream cheese spread",100,"Dish","Baked in oven","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
32972,"Mushrooms filled with bacon and processed cheese",100,"Dish","Baked in oven","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
32973,"Oven-baked apple pancake, low-fat milk",100,"Dish","Baked in oven","Dish","Berry and fruit pies","Non-ingredient","Fruit and berry dishes"
32974,"Biscuit, industrial, sondey biscuit assortment, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32975,"Multigrain bread, wheat flour, crushed grains, vaaleat sekaleip�palat, lidl",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32976,"Multigrain bread, wheat and dark wheat flour, maalaisviipaleet, leip�aitta, lidl",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32977,"Multigrain bread, graham flour, crushed wheat grains, t�ysjyv�viipaleet, lidl",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32978,"White bread, pre-baked wheat roll, high-sodium, rivercote, lidl",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
32979,"Toast, wheat toast, mcennedy sliced brown bread, lidl, high-sodium",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
32980,"White bread, hot dog bun, kohberg, lidl",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
32981,"Crispbread, whole rye bread, contains milk, rivercote lidl",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
32982,"Butter biscuit, sondey butterkeks classics, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32983,"Butter biscuit, wholewheat, sonday butterkeks vollkorn, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32984,"Crispbread, wasa oat, oat and wheat flour, oat flakes",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
32985,"Biscuit covered with chocolate",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32986,"Biscuit covered with dark chocolate",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32987,"Wafer biscuit, favorini, lidl, average",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32988,"Carrot rice pasty, low-fat milk",100,"Dish","Baked in oven","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
32989,"Carrot rice pasty, fat-free milk",100,"Dish","Baked in oven","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
32990,"Carrot rice pasty, whole milk",100,"Dish","Baked in oven","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
32991,"Biscuit, marie biscuit",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32992,"Digestive biscuit, oat and graham flour",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32993,"Brownie cookie, industrial",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32994,"Danish pastry, vanilla custard, low-fat milk, gluten-free, contains wheat starch",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32995,"Pork beef mince and rice casserole, capsicum, peas",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
32996,"Macaroni and sausage casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
32997,"Milk chocolate covered biscuits with filling, amanie, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32998,"Oat biscuit with egg, industrial, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32999,"Chocolate filled biscuit with meringue, catago chocobit, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
33000,"Chocolate and cappucino filled biscuit, catago medaillon cappuccino, lidl",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
33001,"Breakfast cereal, corn cereal, honey balls, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33002,"Breakfast cereal, cereal pillows, nougat pillows, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33003,"Breakfast cereal, chocolate cereal, choco moons, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33005,"Breakfast cereal, chocolate cereal, flakers choco, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33006,"Breakfast cereal, wheat flakes, bran flakes, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33009,"Berry pie, double crust",100,"Dish","Baked in oven","Dish","Berry and fruit pies","Non-ingredient","Fruit and berry dishes"
33010,"Breakfast cereal, wheat flakes, fruit & fibre, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33011,"Breakfast cereal, wheat flakes, nuts, almond, nut flakers, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33012,"Breakfast cereal, corn flakes with white chocolate, caramel flakes, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33013,"Breakfast cereal, sugar-coated corn flakes with apple, lidl",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33014,"Pizza, ham and bolognese pizza, special pizza saarioinen",100,"Dish","Baked in oven","Dish","Pizza","Non-ingredient","Cereals and cereal products"
33015,"Risotto, ham, shrimp and olive risotto",100,"Dish","Boiled","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
33016,"Sauerkraut soup with pork",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
33017,"Millet gruel, milk",100,"Dish","Boiled","Dish","Porridge","Non-ingredient","Cereals and cereal products"
33020,"Sweet chili sauce",100,"Food","Mixed","Condiments","Condiments","Spices","Miscellaneous"
33021,"Spice paste, curry paste, mild, tikka masala",100,"Food","Mixed","Condiments","Condiments","Spices","Miscellaneous"
33022,"Spice paste, ginger paste",100,"Food","Canned","Condiments","Condiments","Spices","Miscellaneous"
33023,"Ginger root, raw",100,"Food","No treatment","Root vegetables and tubers","Vegetables","Vegetables","Vegetable dishes"
33024,"Ginger, pickled",60,"Food","Canned","Root vegetables and tubers","Canned vegetables","Vegetables","Vegetable dishes"
33026,"Soya mince, white or dark, boiled without salt",100,"Dish","Boiled","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33027,"Meatball, kartanon, lidl, industrial",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33028,"Meatball, enebacken, lidl, industrial",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33029,"Minced meat and mashed potato casserole, lidl, ready meal",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33030,"Macaroni and meat casserole, industrial, lidl, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33031,"Liver casserole, kartanon, lidl, ready meal",100,"Dish","Industrial","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33032,"Blood pancake, atria/kartanon, lidl",100,"Dish","Baked in oven","Dish","Offal dishes","Non-ingredient","Meat dishes"
33033,"Thin spinach pancake, spinach crepes, lidl",100,"Dish","Baked in oven","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33034,"Hamburger, lidl",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33035,"Hamburger with cheese, lidl",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33036,"Bean patty",100,"Dish","Baked in oven","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33038,"Sharon, kaki, persimon",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
33040,"Beef, boiled, without salt",100,"Dish","Boiled","Dish","Steaks and chops","Non-ingredient","Meat dishes"
33042,"Yoghurt, plain, a+, fat 4%, 1 ug vitamin d, lactose-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33043,"Stuffed cabbage rolls, mushrooms",100,"Dish","Baked in oven","Dish","Mushroom dishes","Non-ingredient","Vegetable dishes"
33044,"Mushroom patty without meat",100,"Dish","Fried","Dish","Mushroom dishes","Non-ingredient","Vegetable dishes"
33045,"Liver stroganoff",100,"Dish","Boiled","Dish","Offal dishes","Non-ingredient","Meat dishes"
33046,"Liver pate",100,"Dish","Baked in oven","Dish","Offal dishes","Non-ingredient","Meat dishes"
33047,"Cooking cream, vegetable fat, 13% fat, low-lactose",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
33048,"Cooking cream, vegetable fat, 7 % fat",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
33049,"Cooking cream, vegetable fat, 4% fat",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
33050,"Pudding, rice pudding with berries, home-made",100,"Dish","Boiled","Dish","Porridge","Non-ingredient","Cereals and cereal products"
33055,"Potato, baked, filled with smoked baltic herring and cr�me fraiche",100,"Dish","Mixed","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33056,"Potato, baked, filled with ham and cream cheese",100,"Dish","Mixed","Dish","Sausage dishes","Non-ingredient","Meat dishes"
33057,"Potato, baked, filled with smoked ham, cream cheese and mushrooms",100,"Dish","Mixed","Dish","Sausage dishes","Non-ingredient","Meat dishes"
33059,"Multigrain bread, sliced, viljaisat perheviipaleet, oululainen",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33060,"Papaya, dried",100,"Food","Dried","Other fruits","Snacks","Fruits","Miscellaneous"
33061,"Chicken fillet, boiled without salt",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33062,"Chicken, boiled without salt",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33063,"Risotto, chicken and vegetable risotto",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33064,"Pilaf rice, spicy, boiled in meat bouillon",100,"Dish","Boiled","Dish","Rice","Non-ingredient","Cereals and cereal products"
33065,"Mango, dried",100,"Food","Dried","Other fruits","Snacks","Fruits","Miscellaneous"
33066,"Wheat tortilla, burrito, wrap, tuna filling",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33067,"Exotic fruit average, mango, papaya, dried",100,"Food","Dried","Other fruits","Snacks","Fruits","Miscellaneous"
33068,"Beef jelly, home-made",100,"Dish","Boiled","Dish","Cold cuts and sausages","Non-ingredient","Meat dishes"
33069,"Popcorn",100,"Dish","Industrial","Dish","Snacks","Non-ingredient","Miscellaneous"
33070,"Fig, dried",100,"Food","Dried","Other fruits","Snacks","Fruits","Miscellaneous"
33072,"Beef mince soup, saarioinen, ready meal",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
33073,"Shrimp soup, industrial, saarioinen, ready meal",100,"Dish","Boiled","Dish","Fish soups","Non-ingredient","Fish dishes"
33074,"Pur�ed carrot soup, saarioinen, ready meal",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33075,"Reindeer soup with cheese, saarioinen, ready meal",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
33077,"Pineapple, dried",100,"Food","Dried","Other fruits","Snacks","Fruits","Miscellaneous"
33079,"Chicken pasta, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33080,"Lasagne, vegetable lasagne, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Vegetable casseroles","Non-ingredient","Vegetable dishes"
33083,"Lasagne bolognese, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33084,"Spaghetti bolognese, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33085,"Tuna pasta, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33086,"Minced meat potato casserole, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33088,"Meat hot pot, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
33089,"Creamy casserole with chicken and pasta, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33090,"Ham and bacon casserole, saarioinen, ready meal",100,"Dish","Baked in oven","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
33091,"Avocado oil",100,"Food","Industrial","Oils","Salad dressings","Fat","Fat and fat products"
33092,"Cabbage patty without meat",100,"Dish","Fried","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33093,"Macaroni and mushroom casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Vegetable casseroles","Non-ingredient","Vegetable dishes"
33094,"Ham gravy with tomato",100,"Dish","Boiled","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
33095,"Nut, pecan",100,"Food","No treatment","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33096,"Ham gravy",100,"Dish","Boiled","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
33097,"Sausage bratwurst",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
33098,"Multigrain bread, bread roll, tumma lounass�mpyl�, vaasan",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33100,"White bread, wheat roll, vaalea lounass�mpyl�, vaasan",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
33101,"Macaroni, boiled, oil, salt",100,"Dish","Boiled","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33102,"Nut, peanut, honey-roasted",100,"Food","Dried","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33103,"Yoghurt, flavoured, valio olo, 2.7% fat, lactose-free, 1ug vitamin d, probiotics",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33105,"Pretzel, hard",100,"Food","Baked in oven","Crispbreads","Snacks","Cereals","Miscellaneous"
33106,"Yoghurt, indian yoghurt drink, mango lassi",100,"Dish","Mashed","Dish","Milk desserts","Non-ingredient","Milk dishes"
33107,"Root vegetable hash, no potato",100,"Dish","Fried","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33108,"Pretzel, soft",100,"Food","Baked in oven","Wheat","Buns","Cereals","Cereals and cereal products"
33109,"Indian potato stew, bombay potatoes",100,"Dish","Boiled","Dish","Potato dishes","Non-ingredient","Potatoes"
33111,"Milk, 3% fat, lactose-free, 1 ug added vitamin d",100,"Food","Industrial","Milks","Milks >2% fat","Milk","Milk dishes"
33112,"Red pesto sauce, pesto rosso, without parmesan",100,"Dish","Mixed","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33113,"Juice drink, fruit, berry, mehukatti, vitamin c and d, calcium, contains sugar",100,"Food","Industrial","Juice drink","Juice drink","Fruits","Beverages"
33114,"Salt stick",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
33116,"Cheese, feta type salad cheese in brine, fat 2-5%",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
33117,"Sour milk, fat-free, valio plus, low-lactose, 2 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
33118,"Cheese, feta type salad cheese in brine, fat 6-8%",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
33119,"Cheese, feta type salad cheese in brine, fat 9-11%",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
33120,"Cheese, feta cheese in oil, 22% fat, cow's milk",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
33121,"Hemp seed, whole",100,"Food","No treatment","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33122,"Soya drink, plain, calcium, vitamins, alpro",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33123,"Chicken meatloaf, saarioinen",100,"Dish","Baked in oven","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33124,"Soya drink calcium, vitamins, rainbow",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33125,"Soya drink,  plain, calcium, organic, pirkka",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33126,"Pork beef mince and beetroot casserole, horeca, saarioinen",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33128,"Nut, chili nut",100,"Food","Dried","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33129,"Yoghurt, natural, fat 5.5%, lactose-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33130,"Nut, cashew nut, salt",100,"Food","Roasted","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33131,"Nut, pistachio nut, salt",100,"Food","Roasted","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33132,"Soya drink,  plain, calcium, gogreen",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33133,"Soya drink, original, calcium, gogreen",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33134,"Soya drink, chocolate, calcium, organic, pirkka",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33135,"Soya drink,  organic, rainbow",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33136,"Soya drink,  calcium, vitamin d, nordic",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33137,"Soya drink, chocolate, light, calcium, vitamins, alpro",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33138,"Soya drink, chocolate, calcium, vitamins, alpro",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33139,"Soya drink, calcium, vitamins, soywell soya drink, lidl",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
33140,"Breakfast cereal, rice-wheat flakes, kellogg's all-bran yoghurty, vitamins",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33141,"Yoghurt, flavoured, 2% fat, low lactose, 0.9 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33142,"Yoghurt, flavoured, fat-free, lactose-free, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33143,"Vegetable, deep-fried",100,"Dish","Fried","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33144,"Fruit, deep-fried",100,"Dish","Fried","Dish","Berry and fruit pies","Non-ingredient","Fruit and berry dishes"
33145,"Breakfast cereal, wheat flakes, kellogg's all-bran regular, vitamins",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33147,"Quark, flavoured, 2.9% fat, danonino, 1.25 ug vitamin d",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33148,"Breakfast cereal, wheat bran cereal, kellogg's all-bran plus",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33149,"Meat, deep-fried, average",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33150,"Yoghurt, flavoured, 4,6% fat, lactose-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33151,"Seasalt, without iodine",100,"Food","Industrial","Salt","Spices","Other ingredients","Miscellaneous"
33152,"Breakfast cereal, kellogg�s frost rice krispies, sugar-coated, vitamins",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33154,"Fish, fillet, salt-cured",100,"Food","Salted","Fish products","Fish products","Fish","Fish dishes"
33155,"Breakfast cereal, rice-wheat flakes, kellogg�s special k strawberry & chocolate",100,"Dish","Roasted","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
33158,"Cereal bar with chocolate, kellogg�s special k bar chocolate, fortified",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
33159,"Cereal bar with rice, kellogg�s rice krispies cereal & milk bar, fortified",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
33160,"Oat drink without milk, snack drink, elovena, 2.9% fat",100,"Food","Industrial","Oats and barley","Vegetable juices","Cereals","Vegetable dishes"
33161,"Oat drink without milk, snack drink with berries, elovena, 0.5% fat",100,"Food","Industrial","Oats and barley","Vegetable juices","Cereals","Vegetable dishes"
33162,"Yoghurt, plain, 2.5% fat",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33163,"Oat drink without milk, snack drink, elovena, fruit, 0.5% fat",100,"Food","Industrial","Oats and barley","Vegetable juices","Cereals","Vegetable dishes"
33164,"Milk, 3.5% fat, low-lactose, without added vitamin d",100,"Food","Industrial","Milks","Milks >2% fat","Milk","Milk dishes"
33167,"Berry kissel, valio gooseberry-boysenberry, fibre, no added sugar",100,"Dish","Industrial","Dish","Fruit and berry soups","Non-ingredient","Fruit and berry dishes"
33168,"Cheese, semi-hard cheese, 10% fat, valio polar",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
33169,"Oat drink without milk, nalle vanilla, calcium, vitamin d",100,"Food","Industrial","Oats and barley","Vegetable juices","Cereals","Vegetable dishes"
33170,"Pangasius, fillet",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
33171,"Hake, hoki, raw",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
33173,"Mashed potatoes, low-fat milk, lactose-free",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33174,"Pork and beef steak mince, 10% fat",100,"Food","No treatment","Beef","Minced meat dishes","Meat","Meat dishes"
33175,"Pork beef mince, 10% fat, fried",100,"Dish","Fried","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33176,"Mashed potatoes, low-fat milk, low-lactose",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33178,"Blended spread 60%",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
33179,"Quark, 0.3% fat, lactose-free",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
33181,"Fish fingers, high in fibre, findus, oven-baked",100,"Dish","Baked in oven","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33182,"Root vegetables, baked",100,"Dish","Baked in oven","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33183,"Mashed potatoes, water, cooking fat",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33185,"Pasta with tomato sauce and mozzarella, atria, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33189,"Quark, flavoured, 7% fat, sweet, lactose-free",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33190,"Quark, flavoured, 8.5% fat, low-lactose, white chocolate-lime, valio",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33194,"Meatballs with mashed potato, atria, ready meal",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33197,"Yoghurt, flavoured, fat-free, low-lactose, vit. d, artificially sweetened",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33198,"Yoghurt, flavoured, fat-free, artificially sweetened",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33200,"Curd milk, flavoured, 1% fat, lactose-free",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
33201,"Curd milk, plain, 1% fat, lactose-free",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
33203,"Stuffed cabbage rolls, minced meat, atria",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33204,"Cabbage, boiled without salt",100,"Dish","Boiled","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33205,"Thin pancake, atria",100,"Dish","Fried","Dish","Pies and other cereal products","Non-ingredient","Cereals and cereal products"
33207,"Tomato salsa, industrial",100,"Dish","Mixed","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33208,"Avocado sauce, guacamole, industrial",100,"Dish","Mashed","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33211,"Tilapia, imported fish",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
33212,"Multigrain bread, junttakakko, junttas�mpyl�t, ullan pakari",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33214,"Multigrain bread, barley bread, ohraska, ullan pakari",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33215,"Multigrain bread, oat bread, kaurajuntta, ullan pakari",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33216,"Multigrain bread, aurinkos�mpyl�t, ullan pakari",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33217,"Rye bread, ruiskakko, ullan pakari",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
33219,"Multigrain bread, 3-grain bread, pirjon pakari",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33220,"Rye bread, wholegrain rye, potato, ruisiisakki, pirjon pakari",100,"Dish","Baked in oven","Dish","Rye bread","Non-ingredient","Cereals and cereal products"
33221,"Yoghurt, flavoured, 1% fat, lactose-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33222,"Minced meat beefburger, horeca, findus",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
33225,"Lindstr�m's steak, minced meat patty with beetroot, horeca, findus",100,"Dish","Baked in oven","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
